States,Transaction_Year,Quarters,RegisteredUsers,AppOpens,District
chhattisgarh,2021,4,378507,18123023,raigarh district
chhattisgarh,2021,4,368980,19120514,janjgir champa district
chhattisgarh,2021,4,122371,5203432,jashpur district
chhattisgarh,2021,4,132353,4855195,balod district
chhattisgarh,2021,4,119692,4796979,kabirdham district
chhattisgarh,2021,4,183559,9370119,surguja district
chhattisgarh,2021,4,53888,2137469,dantewada district
chhattisgarh,2021,4,77202,3266847,gariyaband district
chhattisgarh,2021,4,604621,26669512,durg district
chhattisgarh,2021,4,248230,10157759,rajnandgaon district
chhattisgarh,2021,4,979741,44316810,raipur district
chhattisgarh,2021,4,21314,840302,narayanpur district
chhattisgarh,2021,4,125415,4897534,kanker district
chhattisgarh,2021,4,120005,5630126,korea district
chhattisgarh,2021,4,87075,3539284,mungeli district
chhattisgarh,2021,4,506449,23402865,bilaspur district
chhattisgarh,2021,4,93661,5017173,balrampur district
chhattisgarh,2021,4,43663,2174445,bijapur district
chhattisgarh,2021,4,111174,3953868,bemetara district
chhattisgarh,2021,4,134164,6108764,bastar district
chhattisgarh,2021,4,72791,3197223,kondagaon district
chhattisgarh,2021,4,173519,8246282,mahasamund district
chhattisgarh,2021,2,113769,4464656,dhamtari district
chhattisgarh,2021,2,260168,11814325,korba district
chhattisgarh,2021,2,103184,6798211,surajpur district
chhattisgarh,2021,2,191114,8378757,baloda bazar district
chhattisgarh,2021,2,31825,2245148,sukma district
chhattisgarh,2021,2,328664,12301515,raigarh district
chhattisgarh,2021,2,322297,14544124,janjgir champa district
chhattisgarh,2021,2,104482,7710351,jashpur district
chhattisgarh,2021,2,115485,5155212,balod district
chhattisgarh,2021,2,103257,5323462,kabirdham district
chhattisgarh,2021,2,158949,6989066,surguja district
chhattisgarh,2021,2,46424,2354791,dantewada district
chhattisgarh,2021,2,66482,4445890,gariyaband district
chhattisgarh,2021,2,531550,12403562,durg district
chhattisgarh,2021,2,215143,10469078,rajnandgaon district
chhattisgarh,2021,2,855848,24005556,raipur district
chhattisgarh,2021,2,18307,996566,narayanpur district
chhattisgarh,2021,2,107701,6443903,kanker district
chhattisgarh,2021,2,103611,6376837,korea district
chhattisgarh,2021,2,75644,3600246,mungeli district
chhattisgarh,2021,2,442330,14110873,bilaspur district
chhattisgarh,2021,2,79703,8600032,balrampur district
chhattisgarh,2021,2,37320,2519855,bijapur district
chhattisgarh,2021,2,96198,5123252,bemetara district
chhattisgarh,2021,2,115879,5575817,bastar district
chhattisgarh,2021,2,61738,4297614,kondagaon district
chhattisgarh,2021,2,149983,8736018,mahasamund district
chhattisgarh,2021,1,106354,2232426,dhamtari district
chhattisgarh,2021,1,243030,7257892,korba district
chhattisgarh,2021,1,96117,2611995,surajpur district
chhattisgarh,2021,1,178486,4204907,baloda bazar district
chhattisgarh,2021,1,29547,879035,sukma district
chhattisgarh,2021,1,306712,8346426,raigarh district
chhattisgarh,2021,1,301931,9881334,janjgir champa district
chhattisgarh,2021,1,96584,2306566,jashpur district
chhattisgarh,2021,1,107814,2315276,balod district
chhattisgarh,2021,1,96069,2239620,kabirdham district
chhattisgarh,2021,1,147969,4112955,surguja district
chhattisgarh,2021,1,43171,1131007,dantewada district
chhattisgarh,2021,1,61687,1473412,gariyaband district
chhattisgarh,2021,1,498453,14831934,durg district
chhattisgarh,2021,1,200572,4865613,rajnandgaon district
chhattisgarh,2021,1,800224,24692422,raipur district
chhattisgarh,2021,1,17030,425638,narayanpur district
chhattisgarh,2021,1,99897,2351676,kanker district
chhattisgarh,2021,1,96149,2685639,korea district
chhattisgarh,2021,1,70557,1531522,mungeli district
chhattisgarh,2021,1,413692,11193132,bilaspur district
chhattisgarh,2021,1,73826,2249510,balrampur district
chhattisgarh,2021,1,34702,1108201,bijapur district
chhattisgarh,2021,1,89481,1910858,bemetara district
chhattisgarh,2021,1,107818,2740623,bastar district
chhattisgarh,2021,1,57107,1323116,kondagaon district
chhattisgarh,2021,1,139572,3745969,mahasamund district
chhattisgarh,2020,3,89508,1790640,dhamtari district
chhattisgarh,2020,3,204448,5026826,korba district
chhattisgarh,2020,3,79907,1841882,surajpur district
chhattisgarh,2020,3,150975,3180025,baloda bazar district
chhattisgarh,2020,3,24549,686019,sukma district
chhattisgarh,2020,3,259581,6050750,raigarh district
chhattisgarh,2020,3,254275,7932461,janjgir champa district
chhattisgarh,2020,3,79728,1779430,jashpur district
chhattisgarh,2020,3,90672,1852205,balod district
chhattisgarh,2020,3,80175,1675078,kabirdham district
chhattisgarh,2020,3,124081,2702225,surguja district
chhattisgarh,2020,3,36067,879769,dantewada district
chhattisgarh,2020,3,51653,1150137,gariyaband district
chhattisgarh,2020,3,426052,9982427,durg district
chhattisgarh,2020,3,166416,3393874,rajnandgaon district
chhattisgarh,2020,3,679027,15366190,raipur district
chhattisgarh,2020,3,14025,345785,narayanpur district
chhattisgarh,2020,3,81984,1829476,kanker district
chhattisgarh,2020,3,80301,1900699,korea district
chhattisgarh,2020,3,59262,1136447,mungeli district
chhattisgarh,2020,3,349586,6741931,bilaspur district
chhattisgarh,2020,3,60953,1765014,balrampur district
chhattisgarh,2020,3,28816,818562,bijapur district
chhattisgarh,2020,3,75434,1493775,bemetara district
chhattisgarh,2020,3,89115,1887298,bastar district
chhattisgarh,2020,3,46426,1027009,kondagaon district
chhattisgarh,2020,3,116370,2682672,mahasamund district
chhattisgarh,2020,4,98847,2126899,dhamtari district
chhattisgarh,2020,4,225683,6558373,korba district
chhattisgarh,2020,4,88664,2246840,surajpur district
chhattisgarh,2020,4,166144,3814790,baloda bazar district
chhattisgarh,2020,4,27330,815257,sukma district
chhattisgarh,2020,4,285081,7364429,raigarh district
chhattisgarh,2020,4,280474,9105398,janjgir champa district
chhattisgarh,2020,4,89257,2102983,jashpur district
chhattisgarh,2020,4,100350,2189077,balod district
chhattisgarh,2020,4,88933,1989496,kabirdham district
chhattisgarh,2020,4,137221,3521741,surguja district
chhattisgarh,2020,4,39961,1055061,dantewada district
chhattisgarh,2020,4,57272,1386237,gariyaband district
chhattisgarh,2020,4,464870,13127877,durg district
chhattisgarh,2020,4,185815,4241707,rajnandgaon district
chhattisgarh,2020,4,743167,20905346,raipur district
chhattisgarh,2020,4,15750,421492,narayanpur district
chhattisgarh,2020,4,92301,2228681,kanker district
chhattisgarh,2020,4,88889,2406865,korea district
chhattisgarh,2020,4,65436,1341069,mungeli district
chhattisgarh,2020,4,384115,9161691,bilaspur district
chhattisgarh,2020,4,68062,1962238,balrampur district
chhattisgarh,2020,4,32020,1041505,bijapur district
chhattisgarh,2020,4,83243,1751930,bemetara district
chhattisgarh,2020,4,99717,2428240,bastar district
chhattisgarh,2020,4,52463,1246665,kondagaon district
chhattisgarh,2020,4,129536,3358580,mahasamund district
chhattisgarh,2020,2,79474,1468767,dhamtari district
chhattisgarh,2020,2,184399,3948081,korba district
chhattisgarh,2020,2,70166,1405897,surajpur district
chhattisgarh,2020,2,134301,2668360,baloda bazar district
chhattisgarh,2020,2,21763,549741,sukma district
chhattisgarh,2020,2,233080,4690035,raigarh district
chhattisgarh,2020,2,227716,6918427,janjgir champa district
chhattisgarh,2020,2,69500,1452221,jashpur district
chhattisgarh,2020,2,79582,1524125,balod district
chhattisgarh,2020,2,70568,1431151,kabirdham district
chhattisgarh,2020,2,110765,2058364,surguja district
chhattisgarh,2020,2,32064,696614,dantewada district
chhattisgarh,2020,2,45722,991698,gariyaband district
chhattisgarh,2020,2,387874,7558938,durg district
chhattisgarh,2020,2,146098,2708564,rajnandgaon district
chhattisgarh,2020,2,616931,11213191,raipur district
chhattisgarh,2020,2,12161,286793,narayanpur district
chhattisgarh,2020,2,71514,1475562,kanker district
chhattisgarh,2020,2,71660,1446776,korea district
chhattisgarh,2020,2,52631,1062091,mungeli district
chhattisgarh,2020,2,316669,5179966,bilaspur district
chhattisgarh,2020,2,52871,1426830,balrampur district
chhattisgarh,2020,2,25534,653143,bijapur district
chhattisgarh,2020,2,67115,1295832,bemetara district
chhattisgarh,2020,2,78865,1465913,bastar district
chhattisgarh,2020,2,39518,800308,kondagaon district
chhattisgarh,2020,2,103117,2115996,mahasamund district
chhattisgarh,2020,1,69476,1177494,dhamtari district
chhattisgarh,2020,1,163500,3380235,korba district
chhattisgarh,2020,1,61965,1215929,surajpur district
chhattisgarh,2020,1,115907,2012251,baloda bazar district
chhattisgarh,2020,1,19269,475708,sukma district
chhattisgarh,2020,1,208338,4122100,raigarh district
chhattisgarh,2020,1,199431,5380445,janjgir champa district
chhattisgarh,2020,1,59351,1142635,jashpur district
chhattisgarh,2020,1,68724,1158964,balod district
chhattisgarh,2020,1,60401,1057255,kabirdham district
chhattisgarh,2020,1,98711,2073053,surguja district
chhattisgarh,2020,1,28594,616147,dantewada district
chhattisgarh,2020,1,39610,776632,gariyaband district
chhattisgarh,2020,1,353311,8458392,durg district
chhattisgarh,2020,1,126699,2331110,rajnandgaon district
chhattisgarh,2020,1,559412,13218985,raipur district
chhattisgarh,2020,1,10674,243682,narayanpur district
chhattisgarh,2020,1,61891,1271896,kanker district
chhattisgarh,2020,1,63940,1222085,korea district
chhattisgarh,2020,1,44303,709713,mungeli district
chhattisgarh,2020,1,284320,5715987,bilaspur district
chhattisgarh,2020,1,45517,1106067,balrampur district
chhattisgarh,2020,1,22680,585981,bijapur district
chhattisgarh,2020,1,57258,960530,bemetara district
chhattisgarh,2020,1,69623,1449271,bastar district
chhattisgarh,2020,1,33640,683246,kondagaon district
chhattisgarh,2020,1,89942,1678308,mahasamund district
chhattisgarh,2019,3,56490,810027,dhamtari district
chhattisgarh,2019,3,131850,2213038,korba district
chhattisgarh,2019,3,49502,764794,surajpur district
chhattisgarh,2019,3,93416,1376499,baloda bazar district
chhattisgarh,2019,3,15279,358888,sukma district
chhattisgarh,2019,3,170447,2931974,raigarh district
chhattisgarh,2019,3,161232,4799392,janjgir champa district
chhattisgarh,2019,3,45820,746166,jashpur district
chhattisgarh,2019,3,54969,765025,balod district
chhattisgarh,2019,3,47753,690082,kabirdham district
chhattisgarh,2019,3,79170,1391594,surguja district
chhattisgarh,2019,3,23099,484093,dantewada district
chhattisgarh,2019,3,32332,539156,gariyaband district
chhattisgarh,2019,3,289803,6359888,durg district
chhattisgarh,2019,3,101617,1607087,rajnandgaon district
chhattisgarh,2019,3,455785,9790726,raipur district
chhattisgarh,2019,3,8433,184839,narayanpur district
chhattisgarh,2019,3,48053,894748,kanker district
chhattisgarh,2019,3,52380,850973,korea district
chhattisgarh,2019,3,34553,460088,mungeli district
chhattisgarh,2019,3,230364,3912885,bilaspur district
chhattisgarh,2019,3,35659,702832,balrampur district
chhattisgarh,2019,3,18114,447468,bijapur district
chhattisgarh,2019,3,45724,628499,bemetara district
chhattisgarh,2019,3,55159,1064689,bastar district
chhattisgarh,2019,3,26016,469456,kondagaon district
chhattisgarh,2019,3,72039,1117435,mahasamund district
chhattisgarh,2019,4,62892,1008239,dhamtari district
chhattisgarh,2019,4,147812,2916267,korba district
chhattisgarh,2019,4,56178,1035362,surajpur district
chhattisgarh,2019,4,104742,1738972,baloda bazar district
chhattisgarh,2019,4,17353,417726,sukma district
chhattisgarh,2019,4,189764,3695931,raigarh district
chhattisgarh,2019,4,180195,5052142,janjgir champa district
chhattisgarh,2019,4,52404,952488,jashpur district
chhattisgarh,2019,4,61992,973572,balod district
chhattisgarh,2019,4,53883,867524,kabirdham district
chhattisgarh,2019,4,89297,1819241,surguja district
chhattisgarh,2019,4,26072,563817,dantewada district
chhattisgarh,2019,4,35867,668602,gariyaband district
chhattisgarh,2019,4,321390,7774097,durg district
chhattisgarh,2019,4,113965,2012284,rajnandgaon district
chhattisgarh,2019,4,506122,12048734,raipur district
chhattisgarh,2019,4,9565,214657,narayanpur district
chhattisgarh,2019,4,55163,1096822,kanker district
chhattisgarh,2019,4,58350,1109403,korea district
chhattisgarh,2019,4,39349,594474,mungeli district
chhattisgarh,2019,4,257350,5102876,bilaspur district
chhattisgarh,2019,4,40750,945187,balrampur district
chhattisgarh,2019,4,20595,521944,bijapur district
chhattisgarh,2019,4,51556,800417,bemetara district
chhattisgarh,2019,4,62497,1336400,bastar district
chhattisgarh,2019,4,29904,567001,kondagaon district
chhattisgarh,2019,4,80893,1444798,mahasamund district
chhattisgarh,2019,2,51082,244565,dhamtari district
chhattisgarh,2019,2,119540,662066,korba district
chhattisgarh,2019,2,44750,235751,surajpur district
chhattisgarh,2019,2,84458,425931,baloda bazar district
chhattisgarh,2019,2,13471,98219,sukma district
chhattisgarh,2019,2,156178,865029,raigarh district
chhattisgarh,2019,2,147327,1438732,janjgir champa district
chhattisgarh,2019,2,41149,228722,jashpur district
chhattisgarh,2019,2,49629,240564,balod district
chhattisgarh,2019,2,43027,215125,kabirdham district
chhattisgarh,2019,2,71076,405600,surguja district
chhattisgarh,2019,2,20567,125417,dantewada district
chhattisgarh,2019,2,29595,162851,gariyaband district
chhattisgarh,2019,2,257557,1648362,durg district
chhattisgarh,2019,2,91198,489047,rajnandgaon district
chhattisgarh,2019,2,405792,2581481,raipur district
chhattisgarh,2019,2,7310,49504,narayanpur district
chhattisgarh,2019,2,42656,254042,kanker district
chhattisgarh,2019,2,47709,253724,korea district
chhattisgarh,2019,2,31068,152275,mungeli district
chhattisgarh,2019,2,209039,1112112,bilaspur district
chhattisgarh,2019,2,32072,214601,balrampur district
chhattisgarh,2019,2,15866,129715,bijapur district
chhattisgarh,2019,2,41571,196879,bemetara district
chhattisgarh,2019,2,48796,306391,bastar district
chhattisgarh,2019,2,23091,131604,kondagaon district
chhattisgarh,2019,2,65492,338064,mahasamund district
chhattisgarh,2019,1,44369,0,dhamtari district
chhattisgarh,2019,1,105570,0,korba district
chhattisgarh,2019,1,39128,0,surajpur district
chhattisgarh,2019,1,73454,0,baloda bazar district
chhattisgarh,2019,1,11464,0,sukma district
chhattisgarh,2019,1,139059,0,raigarh district
chhattisgarh,2019,1,130114,0,janjgir champa district
chhattisgarh,2019,1,35598,0,jashpur district
chhattisgarh,2019,1,42804,0,balod district
chhattisgarh,2019,1,36729,0,kabirdham district
chhattisgarh,2019,1,62300,0,surguja district
chhattisgarh,2019,1,17514,0,dantewada district
chhattisgarh,2019,1,25995,0,gariyaband district
chhattisgarh,2019,1,224058,0,durg district
chhattisgarh,2019,1,78320,0,rajnandgaon district
chhattisgarh,2019,1,351495,0,raipur district
chhattisgarh,2019,1,6161,0,narayanpur district
chhattisgarh,2019,1,36502,0,kanker district
chhattisgarh,2019,1,41970,0,korea district
chhattisgarh,2019,1,26640,0,mungeli district
chhattisgarh,2019,1,184636,0,bilaspur district
chhattisgarh,2019,1,27410,0,balrampur district
chhattisgarh,2019,1,12986,0,bijapur district
chhattisgarh,2019,1,36315,0,bemetara district
chhattisgarh,2019,1,41559,0,bastar district
chhattisgarh,2019,1,19795,0,kondagaon district
chhattisgarh,2019,1,56953,0,mahasamund district
himachal-pradesh,2018,3,88724,0,solan district
himachal-pradesh,2018,3,28959,0,sirmaur district
himachal-pradesh,2018,3,49820,0,shimla district
himachal-pradesh,2018,3,21030,0,bilaspur district
himachal-pradesh,2018,3,27915,0,hamirpur district
himachal-pradesh,2018,3,24952,0,una district
himachal-pradesh,2018,3,71494,0,kangra district
himachal-pradesh,2018,3,26840,0,kullu district
himachal-pradesh,2018,3,45876,0,mandi district
himachal-pradesh,2018,3,803,0,lahul and spiti district
himachal-pradesh,2018,3,16157,0,chamba district
himachal-pradesh,2018,3,5064,0,kinnaur district
himachal-pradesh,2018,4,113278,0,solan district
himachal-pradesh,2018,4,38194,0,sirmaur district
himachal-pradesh,2018,4,64640,0,shimla district
himachal-pradesh,2018,4,26517,0,bilaspur district
himachal-pradesh,2018,4,35979,0,hamirpur district
himachal-pradesh,2018,4,32451,0,una district
himachal-pradesh,2018,4,92887,0,kangra district
himachal-pradesh,2018,4,34719,0,kullu district
himachal-pradesh,2018,4,58526,0,mandi district
himachal-pradesh,2018,4,1078,0,lahul and spiti district
himachal-pradesh,2018,4,21538,0,chamba district
himachal-pradesh,2018,4,6536,0,kinnaur district
himachal-pradesh,2018,2,68950,0,solan district
himachal-pradesh,2018,2,22379,0,sirmaur district
himachal-pradesh,2018,2,38590,0,shimla district
himachal-pradesh,2018,2,16531,0,bilaspur district
himachal-pradesh,2018,2,21374,0,hamirpur district
himachal-pradesh,2018,2,18691,0,una district
himachal-pradesh,2018,2,54828,0,kangra district
himachal-pradesh,2018,2,21077,0,kullu district
himachal-pradesh,2018,2,36126,0,mandi district
himachal-pradesh,2018,2,633,0,lahul and spiti district
himachal-pradesh,2018,2,12259,0,chamba district
himachal-pradesh,2018,2,3861,0,kinnaur district
himachal-pradesh,2018,1,50035,0,solan district
himachal-pradesh,2018,1,15880,0,sirmaur district
himachal-pradesh,2018,1,28214,0,shimla district
himachal-pradesh,2018,1,11975,0,bilaspur district
himachal-pradesh,2018,1,15614,0,hamirpur district
himachal-pradesh,2018,1,13234,0,una district
himachal-pradesh,2018,1,39016,0,kangra district
himachal-pradesh,2018,1,15318,0,kullu district
himachal-pradesh,2018,1,26238,0,mandi district
himachal-pradesh,2018,1,487,0,lahul and spiti district
himachal-pradesh,2018,1,8678,0,chamba district
himachal-pradesh,2018,1,2684,0,kinnaur district
himachal-pradesh,2022,3,457393,7853464,solan district
himachal-pradesh,2022,3,171743,10533368,sirmaur district
himachal-pradesh,2022,3,296508,18196762,shimla district
himachal-pradesh,2022,3,115654,4243040,bilaspur district
himachal-pradesh,2022,3,160759,2525896,hamirpur district
himachal-pradesh,2022,3,148148,4530064,una district
himachal-pradesh,2022,3,449619,13333733,kangra district
himachal-pradesh,2022,3,156387,7890814,kullu district
himachal-pradesh,2022,3,273475,14505602,mandi district
himachal-pradesh,2022,3,5900,6561136,lahul and spiti district
himachal-pradesh,2022,3,114576,13232974,chamba district
himachal-pradesh,2022,3,31414,5425685,kinnaur district
himachal-pradesh,2022,4,479537,16598977,solan district
himachal-pradesh,2022,4,179223,6294935,sirmaur district
himachal-pradesh,2022,4,308448,8326396,shimla district
himachal-pradesh,2022,4,120345,3117058,bilaspur district
himachal-pradesh,2022,4,167686,4039475,hamirpur district
himachal-pradesh,2022,4,154314,4061386,una district
himachal-pradesh,2022,4,468410,12232859,kangra district
himachal-pradesh,2022,4,162922,5183193,kullu district
himachal-pradesh,2022,4,284425,6917169,mandi district
himachal-pradesh,2022,4,6057,474863,lahul and spiti district
himachal-pradesh,2022,4,118985,4081657,chamba district
himachal-pradesh,2022,4,32724,1027749,kinnaur district
himachal-pradesh,2022,2,433753,8005883,solan district
himachal-pradesh,2022,2,163150,10410971,sirmaur district
himachal-pradesh,2022,2,282560,15220633,shimla district
himachal-pradesh,2022,2,110019,3821007,bilaspur district
himachal-pradesh,2022,2,152759,2741162,hamirpur district
himachal-pradesh,2022,2,140791,4520371,una district
himachal-pradesh,2022,2,427676,12879439,kangra district
himachal-pradesh,2022,2,148844,8795678,kullu district
himachal-pradesh,2022,2,260233,14679342,mandi district
himachal-pradesh,2022,2,5657,5388918,lahul and spiti district
himachal-pradesh,2022,2,109087,11682316,chamba district
himachal-pradesh,2022,2,29878,4342963,kinnaur district
himachal-pradesh,2022,1,410487,6710908,solan district
himachal-pradesh,2022,1,154267,8561040,sirmaur district
himachal-pradesh,2022,1,267642,10998338,shimla district
himachal-pradesh,2022,1,104121,3566950,bilaspur district
himachal-pradesh,2022,1,144434,2665125,hamirpur district
himachal-pradesh,2022,1,133249,3601757,una district
himachal-pradesh,2022,1,405048,11350217,kangra district
himachal-pradesh,2022,1,141024,5488435,kullu district
himachal-pradesh,2022,1,246307,11736477,mandi district
himachal-pradesh,2022,1,5365,2063470,lahul and spiti district
himachal-pradesh,2022,1,103270,8403790,chamba district
himachal-pradesh,2022,1,28269,2131771,kinnaur district
himachal-pradesh,2021,3,360324,6782274,solan district
himachal-pradesh,2021,3,134870,4656571,sirmaur district
himachal-pradesh,2021,3,235163,7467127,shimla district
himachal-pradesh,2021,3,91291,2173844,bilaspur district
himachal-pradesh,2021,3,126753,2131942,hamirpur district
himachal-pradesh,2021,3,116973,2561006,una district
himachal-pradesh,2021,3,355274,8202082,kangra district
himachal-pradesh,2021,3,124078,4400259,kullu district
himachal-pradesh,2021,3,216188,6281857,mandi district
himachal-pradesh,2021,3,4660,1936498,lahul and spiti district
himachal-pradesh,2021,3,90344,4430504,chamba district
himachal-pradesh,2021,3,24708,1946324,kinnaur district
himachal-pradesh,2021,4,385901,10347236,solan district
himachal-pradesh,2021,4,144716,3750604,sirmaur district
himachal-pradesh,2021,4,251745,5770212,shimla district
himachal-pradesh,2021,4,97687,2031090,bilaspur district
himachal-pradesh,2021,4,135670,2858483,hamirpur district
himachal-pradesh,2021,4,125192,2739101,una district
himachal-pradesh,2021,4,380492,8495356,kangra district
himachal-pradesh,2021,4,132702,3731636,kullu district
himachal-pradesh,2021,4,231360,4546592,mandi district
himachal-pradesh,2021,4,5052,249743,lahul and spiti district
himachal-pradesh,2021,4,96745,2375444,chamba district
himachal-pradesh,2021,4,26485,775485,kinnaur district
himachal-pradesh,2021,2,334716,5499854,solan district
himachal-pradesh,2021,2,124764,3957169,sirmaur district
himachal-pradesh,2021,2,218068,5611146,shimla district
himachal-pradesh,2021,2,84508,1858165,bilaspur district
himachal-pradesh,2021,2,117381,2034049,hamirpur district
himachal-pradesh,2021,2,108338,2188195,una district
himachal-pradesh,2021,2,329232,7137976,kangra district
himachal-pradesh,2021,2,115278,3231422,kullu district
himachal-pradesh,2021,2,200277,5696942,mandi district
himachal-pradesh,2021,2,4254,937278,lahul and spiti district
himachal-pradesh,2021,2,83542,3802308,chamba district
himachal-pradesh,2021,2,22793,1315473,kinnaur district
himachal-pradesh,2021,1,312360,5433072,solan district
himachal-pradesh,2021,1,115705,1873784,sirmaur district
himachal-pradesh,2021,1,202911,2980576,shimla district
himachal-pradesh,2021,1,78663,1051062,bilaspur district
himachal-pradesh,2021,1,109372,1412578,hamirpur district
himachal-pradesh,2021,1,100832,1406676,una district
himachal-pradesh,2021,1,306531,4233701,kangra district
himachal-pradesh,2021,1,107536,1960270,kullu district
himachal-pradesh,2021,1,186340,2344384,mandi district
himachal-pradesh,2021,1,3938,81725,lahul and spiti district
himachal-pradesh,2021,1,77599,1111619,chamba district
himachal-pradesh,2021,1,21164,338647,kinnaur district
himachal-pradesh,2020,3,265701,3875019,solan district
himachal-pradesh,2020,3,97464,1390310,sirmaur district
himachal-pradesh,2020,3,172418,2337051,shimla district
himachal-pradesh,2020,3,67233,833764,bilaspur district
himachal-pradesh,2020,3,93465,1201125,hamirpur district
himachal-pradesh,2020,3,86177,1178220,una district
himachal-pradesh,2020,3,261293,3450088,kangra district
himachal-pradesh,2020,3,90699,979226,kullu district
himachal-pradesh,2020,3,158237,1859694,mandi district
himachal-pradesh,2020,3,3008,91931,lahul and spiti district
himachal-pradesh,2020,3,65214,893371,chamba district
himachal-pradesh,2020,3,17725,321951,kinnaur district
himachal-pradesh,2020,4,289889,4778612,solan district
himachal-pradesh,2020,4,107144,1642256,sirmaur district
himachal-pradesh,2020,4,189005,2785060,shimla district
himachal-pradesh,2020,4,73296,967514,bilaspur district
himachal-pradesh,2020,4,101825,1366513,hamirpur district
himachal-pradesh,2020,4,93778,1337623,una district
himachal-pradesh,2020,4,285210,3971323,kangra district
himachal-pradesh,2020,4,99814,1487242,kullu district
himachal-pradesh,2020,4,173403,2152427,mandi district
himachal-pradesh,2020,4,3611,93784,lahul and spiti district
himachal-pradesh,2020,4,72124,1050260,chamba district
himachal-pradesh,2020,4,19667,368534,kinnaur district
himachal-pradesh,2020,2,243732,3305076,solan district
himachal-pradesh,2020,2,88117,1211673,sirmaur district
himachal-pradesh,2020,2,156539,1806819,shimla district
himachal-pradesh,2020,2,61050,783049,bilaspur district
himachal-pradesh,2020,2,84216,1096242,hamirpur district
himachal-pradesh,2020,2,78363,1074892,una district
himachal-pradesh,2020,2,235773,3205540,kangra district
himachal-pradesh,2020,2,82616,803031,kullu district
himachal-pradesh,2020,2,142668,1719858,mandi district
himachal-pradesh,2020,2,2608,53176,lahul and spiti district
himachal-pradesh,2020,2,58362,787826,chamba district
himachal-pradesh,2020,2,15823,278398,kinnaur district
himachal-pradesh,2020,1,220293,3472122,solan district
himachal-pradesh,2020,1,77972,1116073,sirmaur district
himachal-pradesh,2020,1,139890,1827107,shimla district
himachal-pradesh,2020,1,54024,644156,bilaspur district
himachal-pradesh,2020,1,73945,946744,hamirpur district
himachal-pradesh,2020,1,68564,909036,una district
himachal-pradesh,2020,1,205367,2464280,kangra district
himachal-pradesh,2020,1,74668,1006068,kullu district
himachal-pradesh,2020,1,124971,1412270,mandi district
himachal-pradesh,2020,1,2252,27781,lahul and spiti district
himachal-pradesh,2020,1,50169,600979,chamba district
himachal-pradesh,2020,1,13910,213488,kinnaur district
himachal-pradesh,2019,3,178922,2660970,solan district
himachal-pradesh,2019,3,62048,797300,sirmaur district
himachal-pradesh,2019,3,110575,1546838,shimla district
himachal-pradesh,2019,3,43115,441237,bilaspur district
himachal-pradesh,2019,3,58950,671492,hamirpur district
himachal-pradesh,2019,3,54164,640095,una district
himachal-pradesh,2019,3,160161,1689183,kangra district
himachal-pradesh,2019,3,59192,695567,kullu district
himachal-pradesh,2019,3,98589,971068,mandi district
himachal-pradesh,2019,3,1617,16249,lahul and spiti district
himachal-pradesh,2019,3,37974,417339,chamba district
himachal-pradesh,2019,3,10877,173403,kinnaur district
himachal-pradesh,2019,4,198962,3094917,solan district
himachal-pradesh,2019,4,69583,925283,sirmaur district
himachal-pradesh,2019,4,124960,1733165,shimla district
himachal-pradesh,2019,4,48453,526420,bilaspur district
himachal-pradesh,2019,4,66179,790412,hamirpur district
himachal-pradesh,2019,4,61055,759757,una district
himachal-pradesh,2019,4,181133,2063046,kangra district
himachal-pradesh,2019,4,66640,881862,kullu district
himachal-pradesh,2019,4,111017,1150109,mandi district
himachal-pradesh,2019,4,1938,20274,lahul and spiti district
himachal-pradesh,2019,4,43715,501894,chamba district
himachal-pradesh,2019,4,12310,190765,kinnaur district
himachal-pradesh,2019,2,159989,795083,solan district
himachal-pradesh,2019,2,55409,241468,sirmaur district
himachal-pradesh,2019,2,96928,459939,shimla district
himachal-pradesh,2019,2,38131,133419,bilaspur district
himachal-pradesh,2019,2,51669,185187,hamirpur district
himachal-pradesh,2019,2,47644,190785,una district
himachal-pradesh,2019,2,139517,537267,kangra district
himachal-pradesh,2019,2,51977,289657,kullu district
himachal-pradesh,2019,2,86701,298064,mandi district
himachal-pradesh,2019,2,1490,3297,lahul and spiti district
himachal-pradesh,2019,2,33377,131156,chamba district
himachal-pradesh,2019,2,9771,56389,kinnaur district
himachal-pradesh,2019,1,139300,0,solan district
himachal-pradesh,2019,1,47638,0,sirmaur district
himachal-pradesh,2019,1,80651,0,shimla district
himachal-pradesh,2019,1,32537,0,bilaspur district
himachal-pradesh,2019,1,44206,0,hamirpur district
himachal-pradesh,2019,1,40315,0,una district
himachal-pradesh,2019,1,115120,0,kangra district
himachal-pradesh,2019,1,43436,0,kullu district
himachal-pradesh,2019,1,72963,0,mandi district
himachal-pradesh,2019,1,1307,0,lahul and spiti district
himachal-pradesh,2019,1,27481,0,chamba district
himachal-pradesh,2019,1,8251,0,kinnaur district
odisha,2018,3,38980,0,rayagada district
odisha,2018,3,45191,0,koraput district
odisha,2018,3,10882,0,malkangiri district
odisha,2018,3,79932,0,sambalpur district
odisha,2018,3,55262,0,kalahandi district
odisha,2018,3,97856,0,anugul district
odisha,2018,3,217114,0,ganjam district
odisha,2018,3,149049,0,jajapur district
odisha,2018,3,60736,0,bargarh district
odisha,2018,3,81576,0,dhenkanal district
odisha,2018,3,105030,0,bhadrak district
odisha,2018,3,15932,0,nuapada district
